sample_id,frame,simulation_time,lap_id,ego_speed_kmh,ego_x,ego_y,ego_z,ego_roll,ego_pitch,ego_yaw,lidar_points,semantic_points,adaptive_25d_cells,terrain_cells,static_obstacle_cells,vehicle_cells,pedestrian_cells,road_cells,sidewalk_cells,min_resolution_m,max_resolution_m,front_vehicle,front_distance_m,front_speed_kmh,collision_count,scenario,depression_id,depression_center_m,depression_start_m,depression_end_m,distance_to_depression_m,inside_depression,weather,raw_lidar_file,semantic_lidar_file,adaptive_25d_file
72,198055,15.829,0,36.153,64.8,-1.801,0.002,-0.0,0.001,-0.001,10852,19869,7758,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1135.2,0,Daylight_No_Rain,raw_lidar\lidar_000072.npy,semantic_lidar\semantic_000072.npy,adaptive_2_5d\grid_000072.npz
73,198057,15.929,0,36.204,65.303,-1.801,0.002,-0.0,0.001,-0.001,3755,6776,2689,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1134.7,0,Daylight_No_Rain,raw_lidar\lidar_000073.npy,semantic_lidar\semantic_000073.npy,adaptive_2_5d\grid_000073.npz
74,198059,16.029,0,36.161,65.805,-1.801,0.002,-0.0,0.001,-0.001,11039,19869,7819,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1134.19,0,Daylight_No_Rain,raw_lidar\lidar_000074.npy,semantic_lidar\semantic_000074.npy,adaptive_2_5d\grid_000074.npz
75,198061,16.129,0,36.169,66.811,-1.801,0.002,-0.0,0.0,-0.001,3755,6787,2703,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1133.19,0,Daylight_No_Rain,raw_lidar\lidar_000075.npy,semantic_lidar\semantic_000075.npy,adaptive_2_5d\grid_000075.npz
76,198063,16.229,0,36.226,68.319,-1.801,0.002,-0.0,0.001,-0.001,11027,19891,7861,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1131.68,0,Daylight_No_Rain,raw_lidar\lidar_000076.npy,semantic_lidar\semantic_000076.npy,adaptive_2_5d\grid_000076.npz
77,198065,16.329,0,36.182,68.822,-1.801,0.002,-0.0,0.0,-0.001,3799,6786,2707,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1131.18,0,Daylight_No_Rain,raw_lidar\lidar_000077.npy,semantic_lidar\semantic_000077.npy,adaptive_2_5d\grid_000077.npz
78,198067,16.429,0,36.237,70.33,-1.801,0.002,-0.0,0.001,-0.001,11035,19893,7821,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1129.67,0,Daylight_No_Rain,raw_lidar\lidar_000078.npy,semantic_lidar\semantic_000078.npy,adaptive_2_5d\grid_000078.npz
79,198069,16.529,0,36.192,70.833,-1.801,0.002,-0.0,0.0,-0.001,3750,6787,2653,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1129.17,0,Daylight_No_Rain,raw_lidar\lidar_000079.npy,semantic_lidar\semantic_000079.npy,adaptive_2_5d\grid_000079.npz
80,198071,16.629,0,36.2,72.846,-1.801,0.002,-0.0,0.0,-0.001,10929,19893,7767,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1127.15,0,Daylight_No_Rain,raw_lidar\lidar_000080.npy,semantic_lidar\semantic_000080.npy,adaptive_2_5d\grid_000080.npz
81,198073,16.729,0,36.249,73.349,-1.801,0.002,-0.0,0.0,-0.001,3767,6791,2660,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1126.65,0,Daylight_No_Rain,raw_lidar\lidar_000081.npy,semantic_lidar\semantic_000081.npy,adaptive_2_5d\grid_000081.npz
82,198075,16.829,0,36.204,73.852,-1.801,0.002,-0.0,0.0,-0.001,10894,19893,7832,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1126.15,0,Daylight_No_Rain,raw_lidar\lidar_000082.npy,semantic_lidar\semantic_000082.npy,adaptive_2_5d\grid_000082.npz
83,198077,16.929,0,36.255,75.361,-1.801,0.002,-0.0,0.0,-0.001,3718,6793,2647,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1124.64,0,Daylight_No_Rain,raw_lidar\lidar_000083.npy,semantic_lidar\semantic_000083.npy,adaptive_2_5d\grid_000083.npz
84,198079,17.029,0,36.209,75.865,-1.801,0.002,-0.0,0.0,-0.001,11015,19893,7869,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1124.13,0,Daylight_No_Rain,raw_lidar\lidar_000084.npy,semantic_lidar\semantic_000084.npy,adaptive_2_5d\grid_000084.npz
85,198081,17.129,0,36.212,76.871,-1.801,0.002,-0.0,0.0,-0.001,3751,6795,2662,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1123.13,0,Daylight_No_Rain,raw_lidar\lidar_000085.npy,semantic_lidar\semantic_000085.npy,adaptive_2_5d\grid_000085.npz
86,198083,17.229,0,36.216,78.884,-1.801,0.002,-0.0,0.0,-0.001,10961,19893,7805,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1121.12,0,Daylight_No_Rain,raw_lidar\lidar_000086.npy,semantic_lidar\semantic_000086.npy,adaptive_2_5d\grid_000086.npz
87,198085,17.329,0,36.264,79.388,-1.801,0.002,-0.0,0.0,-0.001,3737,6796,2670,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1120.61,0,Daylight_No_Rain,raw_lidar\lidar_000087.npy,semantic_lidar\semantic_000087.npy,adaptive_2_5d\grid_000087.npz
88,198087,17.429,0,36.265,80.394,-1.801,0.002,-0.0,0.0,-0.001,10927,19893,7822,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1119.61,0,Daylight_No_Rain,raw_lidar\lidar_000088.npy,semantic_lidar\semantic_000088.npy,adaptive_2_5d\grid_000088.npz
89,198089,17.529,0,36.219,80.898,-1.801,0.002,-0.0,0.0,-0.001,3727,6803,2643,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1119.1,0,Daylight_No_Rain,raw_lidar\lidar_000089.npy,semantic_lidar\semantic_000089.npy,adaptive_2_5d\grid_000089.npz
90,198091,17.629,0,36.268,82.408,-1.801,0.002,-0.0,0.0,-0.001,10803,19893,7755,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1117.59,0,Daylight_No_Rain,raw_lidar\lidar_000090.npy,semantic_lidar\semantic_000090.npy,adaptive_2_5d\grid_000090.npz
91,198093,17.729,0,36.221,82.911,-1.801,0.002,-0.0,0.0,-0.001,3813,6809,2668,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1117.09,0,Daylight_No_Rain,raw_lidar\lidar_000091.npy,semantic_lidar\semantic_000091.npy,adaptive_2_5d\grid_000091.npz
92,198095,17.829,0,36.222,83.918,-1.801,0.002,-0.0,0.0,-0.001,10920,19893,7829,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1116.08,0,Daylight_No_Rain,raw_lidar\lidar_000092.npy,semantic_lidar\semantic_000092.npy,adaptive_2_5d\grid_000092.npz
93,198097,17.929,0,36.223,84.925,-1.801,0.002,-0.0,0.0,-0.001,3745,6819,2657,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1115.08,0,Daylight_No_Rain,raw_lidar\lidar_000093.npy,semantic_lidar\semantic_000093.npy,adaptive_2_5d\grid_000093.npz
94,198099,18.029,0,36.224,85.932,-1.801,0.002,-0.0,0.0,-0.001,10940,19894,7818,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1114.07,0,Daylight_No_Rain,raw_lidar\lidar_000094.npy,semantic_lidar\semantic_000094.npy,adaptive_2_5d\grid_000094.npz
95,198101,18.129,0,36.225,86.939,-1.801,0.002,-0.0,0.0,-0.001,3673,6830,2628,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1113.06,0,Daylight_No_Rain,raw_lidar\lidar_000095.npy,semantic_lidar\semantic_000095.npy,adaptive_2_5d\grid_000095.npz
96,198103,18.229,0,36.226,87.946,-1.801,0.002,-0.0,0.0,-0.001,10988,19895,7820,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1112.05,0,Daylight_No_Rain,raw_lidar\lidar_000096.npy,semantic_lidar\semantic_000096.npy,adaptive_2_5d\grid_000096.npz
97,198105,18.329,0,36.226,88.952,-1.801,0.002,-0.0,0.0,-0.001,3841,6849,2673,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1111.05,0,Daylight_No_Rain,raw_lidar\lidar_000097.npy,semantic_lidar\semantic_000097.npy,adaptive_2_5d\grid_000097.npz
98,198107,18.429,0,36.274,90.463,-1.801,0.002,-0.0,0.0,-0.001,10955,19895,7799,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1109.54,0,Daylight_No_Rain,raw_lidar\lidar_000098.npy,semantic_lidar\semantic_000098.npy,adaptive_2_5d\grid_000098.npz
99,198109,18.529,0,36.227,90.966,-1.801,0.002,-0.0,0.0,-0.001,3741,6889,2647,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1109.03,0,Daylight_No_Rain,raw_lidar\lidar_000099.npy,semantic_lidar\semantic_000099.npy,adaptive_2_5d\grid_000099.npz
100,198111,18.629,0,36.228,91.973,-1.802,0.002,-0.0,0.0,-0.001,10934,19895,7793,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1108.03,0,Daylight_No_Rain,raw_lidar\lidar_000100.npy,semantic_lidar\semantic_000100.npy,adaptive_2_5d\grid_000100.npz
101,198113,18.729,0,36.228,92.98,-1.802,0.002,-0.0,0.0,-0.001,3795,6960,2641,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1107.02,0,Daylight_No_Rain,raw_lidar\lidar_000101.npy,semantic_lidar\semantic_000101.npy,adaptive_2_5d\grid_000101.npz
102,198115,18.829,0,36.228,93.987,-1.802,0.002,-0.0,0.0,-0.001,10871,19895,7748,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1106.01,0,Daylight_No_Rain,raw_lidar\lidar_000102.npy,semantic_lidar\semantic_000102.npy,adaptive_2_5d\grid_000102.npz
103,198117,18.929,0,36.228,94.994,-1.802,0.002,-0.0,0.0,-0.001,3891,7106,2622,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1105.01,0,Daylight_No_Rain,raw_lidar\lidar_000103.npy,semantic_lidar\semantic_000103.npy,adaptive_2_5d\grid_000103.npz
104,198119,19.029,0,36.229,96.001,-1.802,0.002,-0.0,0.0,-0.001,10986,19895,7771,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1104.0,0,Daylight_No_Rain,raw_lidar\lidar_000104.npy,semantic_lidar\semantic_000104.npy,adaptive_2_5d\grid_000104.npz
105,198121,19.129,0,36.229,97.008,-1.802,0.002,-0.0,0.0,-0.001,4104,7504,2639,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1102.99,0,Daylight_No_Rain,raw_lidar\lidar_000105.npy,semantic_lidar\semantic_000105.npy,adaptive_2_5d\grid_000105.npz
106,198123,19.229,0,36.229,98.015,-1.802,0.002,-0.0,0.0,-0.001,10929,19910,7834,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1101.98,0,Daylight_No_Rain,raw_lidar\lidar_000106.npy,semantic_lidar\semantic_000106.npy,adaptive_2_5d\grid_000106.npz
107,198125,19.329,0,36.229,99.022,-1.802,0.002,-0.0,0.0,-0.001,4150,7551,2684,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1100.98,0,Daylight_No_Rain,raw_lidar\lidar_000107.npy,semantic_lidar\semantic_000107.npy,adaptive_2_5d\grid_000107.npz
108,198127,19.429,0,36.229,100.029,-1.802,0.002,-0.0,0.0,-0.001,10924,19910,7825,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1099.97,0,Daylight_No_Rain,raw_lidar\lidar_000108.npy,semantic_lidar\semantic_000108.npy,adaptive_2_5d\grid_000108.npz
109,198129,19.529,0,36.23,101.036,-1.802,0.002,-0.0,0.0,-0.001,4148,7480,2694,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1098.96,0,Daylight_No_Rain,raw_lidar\lidar_000109.npy,semantic_lidar\semantic_000109.npy,adaptive_2_5d\grid_000109.npz
110,198131,19.629,0,36.277,102.547,-1.802,0.002,-0.0,0.0,-0.001,10976,19910,7830,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1097.45,0,Daylight_No_Rain,raw_lidar\lidar_000110.npy,semantic_lidar\semantic_000110.npy,adaptive_2_5d\grid_000110.npz
111,198133,19.729,0,36.23,103.05,-1.802,0.002,-0.0,0.0,-0.001,4074,7446,2613,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1096.95,0,Daylight_No_Rain,raw_lidar\lidar_000111.npy,semantic_lidar\semantic_000111.npy,adaptive_2_5d\grid_000111.npz
112,198135,19.829,0,36.277,104.561,-1.802,0.002,-0.0,0.0,-0.001,10907,19910,7834,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1095.44,0,Daylight_No_Rain,raw_lidar\lidar_000112.npy,semantic_lidar\semantic_000112.npy,adaptive_2_5d\grid_000112.npz
113,198137,19.929,0,36.23,105.065,-1.802,0.002,-0.0,0.0,-0.001,3885,7095,2631,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1094.93,0,Daylight_No_Rain,raw_lidar\lidar_000113.npy,semantic_lidar\semantic_000113.npy,adaptive_2_5d\grid_000113.npz
114,198139,20.029,0,36.23,106.072,-1.802,0.002,-0.0,0.0,-0.001,10976,19910,7802,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1093.93,0,Daylight_No_Rain,raw_lidar\lidar_000114.npy,semantic_lidar\semantic_000114.npy,adaptive_2_5d\grid_000114.npz
115,198141,20.129,0,36.23,107.079,-1.802,0.002,-0.0,0.0,-0.001,3834,6953,2659,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1092.92,0,Daylight_No_Rain,raw_lidar\lidar_000115.npy,semantic_lidar\semantic_000115.npy,adaptive_2_5d\grid_000115.npz
116,198143,20.229,0,36.23,108.086,-1.802,0.002,-0.0,0.0,-0.001,10910,19910,7852,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1091.91,0,Daylight_No_Rain,raw_lidar\lidar_000116.npy,semantic_lidar\semantic_000116.npy,adaptive_2_5d\grid_000116.npz
117,198145,20.329,0,36.23,109.093,-1.802,0.002,-0.0,0.0,-0.001,3821,6889,2675,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1090.91,0,Daylight_No_Rain,raw_lidar\lidar_000117.npy,semantic_lidar\semantic_000117.npy,adaptive_2_5d\grid_000117.npz
118,198147,20.429,0,36.23,110.1,-1.802,0.002,-0.0,0.0,-0.001,11105,19910,7857,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1089.9,0,Daylight_No_Rain,raw_lidar\lidar_000118.npy,semantic_lidar\semantic_000118.npy,adaptive_2_5d\grid_000118.npz
119,198149,20.529,0,36.277,111.61,-1.802,0.002,-0.0,0.0,-0.001,3725,6854,2616,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1088.39,0,Daylight_No_Rain,raw_lidar\lidar_000119.npy,semantic_lidar\semantic_000119.npy,adaptive_2_5d\grid_000119.npz
120,198151,20.629,0,36.277,112.618,-1.802,0.002,-0.0,0.0,-0.001,10945,19910,7801,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1087.38,0,Daylight_No_Rain,raw_lidar\lidar_000120.npy,semantic_lidar\semantic_000120.npy,adaptive_2_5d\grid_000120.npz
121,198153,20.729,0,36.23,113.121,-1.802,0.002,-0.0,0.0,-0.001,3701,6832,2626,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1086.88,0,Daylight_No_Rain,raw_lidar\lidar_000121.npy,semantic_lidar\semantic_000121.npy,adaptive_2_5d\grid_000121.npz
122,198155,20.829,0,36.276,114.632,-1.802,0.002,-0.0,0.0,-0.001,11007,19910,7814,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1085.37,0,Daylight_No_Rain,raw_lidar\lidar_000122.npy,semantic_lidar\semantic_000122.npy,adaptive_2_5d\grid_000122.npz
123,198157,20.929,0,36.229,115.135,-1.802,0.002,-0.0,0.0,-0.001,3797,6818,2694,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1084.87,0,Daylight_No_Rain,raw_lidar\lidar_000123.npy,semantic_lidar\semantic_000123.npy,adaptive_2_5d\grid_000123.npz
124,198159,21.029,0,36.228,116.142,-1.802,0.002,-0.0,0.0,-0.001,10960,19910,7802,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1083.86,0,Daylight_No_Rain,raw_lidar\lidar_000124.npy,semantic_lidar\semantic_000124.npy,adaptive_2_5d\grid_000124.npz
125,198161,21.129,0,36.228,117.149,-1.802,0.002,-0.0,0.0,-0.001,3701,6811,2643,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1082.85,0,Daylight_No_Rain,raw_lidar\lidar_000125.npy,semantic_lidar\semantic_000125.npy,adaptive_2_5d\grid_000125.npz
126,198163,21.229,0,36.229,118.156,-1.802,0.002,-0.0,0.0,-0.001,10989,19910,7860,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1081.84,0,Daylight_No_Rain,raw_lidar\lidar_000126.npy,semantic_lidar\semantic_000126.npy,adaptive_2_5d\grid_000126.npz
127,198165,21.329,0,36.229,119.163,-1.802,0.002,-0.0,0.0,-0.001,3742,6803,2636,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1080.84,0,Daylight_No_Rain,raw_lidar\lidar_000127.npy,semantic_lidar\semantic_000127.npy,adaptive_2_5d\grid_000127.npz
128,198167,21.429,0,36.23,120.17,-1.802,0.002,-0.0,0.0,-0.001,11039,19910,7836,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1079.83,0,Daylight_No_Rain,raw_lidar\lidar_000128.npy,semantic_lidar\semantic_000128.npy,adaptive_2_5d\grid_000128.npz
129,198169,21.529,0,36.23,121.177,-1.802,0.002,-0.0,0.0,-0.001,3695,6796,2651,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1078.82,0,Daylight_No_Rain,raw_lidar\lidar_000129.npy,semantic_lidar\semantic_000129.npy,adaptive_2_5d\grid_000129.npz
130,198171,21.629,0,36.229,122.184,-1.802,0.002,-0.0,0.0,-0.001,10931,19910,7831,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1077.82,0,Daylight_No_Rain,raw_lidar\lidar_000130.npy,semantic_lidar\semantic_000130.npy,adaptive_2_5d\grid_000130.npz
131,198173,21.729,0,36.229,123.191,-1.802,0.002,-0.0,0.0,-0.001,3703,6794,2654,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1076.81,0,Daylight_No_Rain,raw_lidar\lidar_000131.npy,semantic_lidar\semantic_000131.npy,adaptive_2_5d\grid_000131.npz
132,198175,21.829,0,36.229,125.205,-1.802,0.002,-0.0,0.0,-0.001,11071,19910,7873,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1074.8,0,Daylight_No_Rain,raw_lidar\lidar_000132.npy,semantic_lidar\semantic_000132.npy,adaptive_2_5d\grid_000132.npz
133,198177,21.929,0,36.276,125.709,-1.802,0.002,-0.0,0.0,-0.001,3781,6795,2704,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1074.29,0,Daylight_No_Rain,raw_lidar\lidar_000133.npy,semantic_lidar\semantic_000133.npy,adaptive_2_5d\grid_000133.npz
134,198179,22.029,0,36.229,126.212,-1.802,0.002,-0.0,0.0,-0.001,10906,19910,7742,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1073.79,0,Daylight_No_Rain,raw_lidar\lidar_000134.npy,semantic_lidar\semantic_000134.npy,adaptive_2_5d\grid_000134.npz
135,198181,22.129,0,36.229,127.219,-1.802,0.002,-0.0,0.0,-0.001,3621,6792,2601,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1072.78,0,Daylight_No_Rain,raw_lidar\lidar_000135.npy,semantic_lidar\semantic_000135.npy,adaptive_2_5d\grid_000135.npz
136,198183,22.229,0,36.229,128.226,-1.802,0.002,-0.0,0.0,-0.001,10846,19910,7689,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1071.77,0,Daylight_No_Rain,raw_lidar\lidar_000136.npy,semantic_lidar\semantic_000136.npy,adaptive_2_5d\grid_000136.npz
137,198185,22.329,0,36.229,129.233,-1.802,0.002,-0.0,0.0,-0.001,3769,6787,2689,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1070.77,0,Daylight_No_Rain,raw_lidar\lidar_000137.npy,semantic_lidar\semantic_000137.npy,adaptive_2_5d\grid_000137.npz
138,198187,22.429,0,36.229,130.24,-1.802,0.002,-0.0,0.0,-0.001,10918,19910,7789,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1069.76,0,Daylight_No_Rain,raw_lidar\lidar_000138.npy,semantic_lidar\semantic_000138.npy,adaptive_2_5d\grid_000138.npz
139,198189,22.529,0,36.228,131.247,-1.802,0.002,-0.0,0.0,-0.001,3784,6787,2679,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1068.75,0,Daylight_No_Rain,raw_lidar\lidar_000139.npy,semantic_lidar\semantic_000139.npy,adaptive_2_5d\grid_000139.npz
140,198191,22.629,0,36.228,132.254,-1.802,0.002,-0.0,0.0,-0.001,10994,19910,7841,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1067.75,0,Daylight_No_Rain,raw_lidar\lidar_000140.npy,semantic_lidar\semantic_000140.npy,adaptive_2_5d\grid_000140.npz
141,198193,22.729,0,36.228,133.261,-1.802,0.002,-0.0,0.0,-0.001,3761,6787,2683,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1066.74,0,Daylight_No_Rain,raw_lidar\lidar_000141.npy,semantic_lidar\semantic_000141.npy,adaptive_2_5d\grid_000141.npz
142,198195,22.829,0,36.276,134.772,-1.802,0.002,-0.0,0.0,-0.001,10989,19910,7840,0,0,0,0,0,0,0.05000000074505806,0.5,NONE,-1.0,-1.0,0,STANDARD_ROAD,1,1200.0,1192.0,1208.0,-1065.23,0,Daylight_No_Rain,raw_lidar\lidar_000142.npy,semantic_lidar\semantic_000142.npy,adaptive_2_5d\grid_000142.npz
